local_hour,RMSE_capacity_percent,MAE_capacity_percent,bias_capacity_percent,mean_economic_regret,P90_economic_regret,CVaR90_economic_regret,max_economic_regret,hourly_optimality_gap_percent
9,24.710074046576484,21.269504610216046,-13.042718553764967,125.02312814402757,245.57048383411984,614.7125344851246,1307.209909428785,17.15925263357225
10,24.30774742815524,18.9222530267095,4.9644459990757035,156.27059037922234,319.8956436979975,722.0628427257567,1328.5889685520988,15.119402272544278
11,25.896740321780005,22.30963271610931,20.657127759383364,181.65949920450808,535.3131921281594,1029.0503999999999,1277.2911374999999,17.212527688114104
12,29.227654942769632,25.322764921264813,-16.46834425721533,77.36259545831918,154.9632256260349,345.19429079885475,538.912325208045,7.732288022333436
13,26.74934622654726,20.67767038547186,14.715553097594219,110.9593767107244,220.159367837342,457.787233971827,882.0344954459715,12.397710141998544
14,21.77211720300037,15.827979824515085,8.043304470970712,70.2475781669349,166.35681503240724,317.8518582297184,491.81662500000016,9.25612816504502
15,18.844696401232564,15.535543063782642,-6.444865611364029,53.647467424156595,108.82483565138313,294.3418831289445,432.1012337782903,8.481764712248157
16,16.426888805498432,12.219955485685466,3.9143906216818523,106.62599777190187,334.3779421252067,644.2397472658454,761.9977131701544,20.15176003830404
17,11.906631801297198,9.338412829224714,-1.4152948890546606,28.399512727958783,77.15775911703739,107.05628768973672,113.37753845719115,9.649754094166795
18,6.895589398743589,4.841094720584083,3.2263344268602374,29.522649426661793,58.32661678896966,153.13297805219707,314.1851464226158,21.142139976354613
19,2.606729229605485,2.0544529657430197,-1.2417503659506572,9.68476316369,8.50222312349544,72.15116207256858,140.67202659547672,18.784162332821534
20,1.2731473508804418,0.989576546946684,-0.510194510517177,2.3869300118316956,6.490310386387203,9.715923849994828,14.4941330404268,12.619063252288035
