local_hour,RMSE_capacity_percent,MAE_capacity_percent,bias_capacity_percent,mean_economic_regret,P90_economic_regret,CVaR90_economic_regret,max_economic_regret,hourly_optimality_gap_percent
9,10.782279125641892,6.7698810117912025,4.7810658295338575,130.60082859327773,228.15384404449642,1023.3620368326973,2205.54556783555,17.924784359932637
10,10.658578288960353,6.967925718254634,2.8108358881087137,115.97644650962191,263.85384474825685,719.6754588361406,1247.447257941332,11.220886442317628
11,12.052227203266934,8.893413646583285,0.21517094577245174,98.35645959894403,339.1250657234533,541.5425049464667,708.0360589625031,9.31943163757047
12,12.680760325708205,8.613140365855026,-1.1600613171353167,70.86017231139932,146.79411532298903,536.1219281170792,799.3729474204783,7.082379519171068
13,18.866100601730217,11.084086301546302,0.13970038940966933,75.09779950278013,162.47233282684715,408.82011236126135,712.7788724053153,8.390825346510837
14,12.831400705484208,9.51999934440601,-0.7836563247454686,55.67919365212045,122.19581033334988,317.49397143301996,416.1288699821706,7.3365340986655
15,11.458888175990072,8.722141645228874,-5.041960448589088,46.8861204640023,89.2673058986387,295.6979025290471,627.3878162781325,7.412783140378466
16,12.874608911000351,9.46154418994345,-3.3934613860552325,77.66033525650371,177.7233960490204,451.1685318648094,529.3159607086915,14.677400195880875
17,8.931097495541133,7.0734382806442,1.8712472865497394,30.25793336150857,63.52103757958145,89.45881083323202,130.85242049299126,10.281219228412784
18,10.81353883197324,9.477717712407577,7.840731624465244,39.767642200826835,77.78860421740083,105.87791804730129,117.85050126658976,28.478916163268494
19,7.987031654201829,6.913227912510514,6.310463140988714,31.582858550391325,57.966791863135576,95.23944500382447,131.1327855781637,61.256793988450376
20,1.3199944001684771,1.0481007133880151,-0.08259757112034294,2.7799836819628894,6.268619966633116,9.011736179172415,11.162883584458248,14.697033322773377
