n_obs,nrmse,optimality_gap,total_regret,cvar90,max_regret,sse,actual_sum,oracle_sum,realized_sum,zone,block,cvar_lambda,train_start,train_end,test_start,test_end,history_rows
360,91.57299595420605,30.177398365950594,22400.147600323016,347.6871242279601,1196.062358758145,16.2262530993413,83.46279999999999,74228.226465,51828.07886467698,z03,12,0.0,2013-02-26,2013-05-26,2013-05-27,2013-06-25,12
360,91.62601946329917,29.131542733810846,21623.827513201366,340.01994108965897,1059.388378320028,16.245049513297914,83.46279999999999,74228.226465,52604.398951798634,z03,12,0.05,2013-02-26,2013-05-26,2013-05-27,2013-06-25,12
360,61.75010984810097,22.360554362851868,20359.776547365833,352.25934595445716,876.5683547455089,9.172744526454643,93.060025,91052.19940875,70692.42286138417,z03,13,0.0,2013-03-28,2013-06-25,2013-06-26,2013-07-25,12
360,63.63794904956033,21.7991890342976,19848.641068999015,341.45887167585096,842.3137344621243,9.742180642235336,93.060025,91052.19940875,71203.55833975099,z03,13,0.05,2013-03-28,2013-06-25,2013-06-26,2013-07-25,12
360,84.54636090455793,30.297391575395753,26852.769992948255,474.2982376162515,1537.5975318777935,19.422590158044947,98.9031,88630.63318875,61777.86319580174,z03,14,0.0,2013-04-27,2013-07-25,2013-07-26,2013-08-24,12
360,85.71919889181324,30.285641273465203,26842.355625945616,479.16575621067386,1582.83687,19.965193097700308,98.9031,88630.63318875,61788.27756280439,z03,14,0.05,2013-04-27,2013-07-25,2013-07-26,2013-08-24,12
360,60.62975976014089,17.664490602612357,21756.71324773627,388.30329753101955,1519.2249363475132,16.87060860289605,128.537775,123166.37788875,101409.66464101373,z03,15,0.0,2013-05-27,2013-08-24,2013-08-25,2013-09-23,12
360,61.301586080396696,17.288455438156653,21293.564356088173,382.63429484036874,1467.6687103997283,17.246559769547865,128.537775,123166.37788875,101872.81353266182,z03,15,0.05,2013-05-27,2013-08-24,2013-08-25,2013-09-23,12
360,92.95935355869314,15.988080895900834,24537.66396518178,380.1688631925322,1197.0267562500003,67.539323710595,167.73995,153474.7298625,128937.06589731823,z03,16,0.0,2013-06-26,2013-09-23,2013-09-24,2013-10-23,12
360,93.6915366892073,15.758367630122052,24185.112151069465,375.9943906548807,1197.0267562500003,68.60744433725772,167.73995,153474.7298625,129289.61771143053,z03,16,0.05,2013-06-26,2013-09-23,2013-09-24,2013-10-23,12
360,56.44773429171735,19.74589613349614,32810.37152606718,549.0841885020686,1741.5845977972904,25.474868591885663,169.65267500000002,166162.99054875,133352.61902268283,z03,17,0.0,2013-07-26,2013-10-23,2013-10-24,2013-11-22,12
360,63.49790659351954,21.142250958422622,35130.59646183679,584.3043896247286,1888.98643125,32.235746964047415,169.65267500000002,166162.99054875,131032.39408691322,z03,17,0.05,2013-07-26,2013-10-23,2013-10-24,2013-11-22,12
360,37.848991755727006,14.38771881121621,30726.416857017743,487.52876858644294,1554.9409769798074,12.89111422843317,179.98742499999997,213560.03172,182833.61486298224,z03,18,0.0,2013-08-25,2013-11-22,2013-11-23,2013-12-22,12
360,36.663596653562344,12.890362255541866,27528.661721758115,438.4781056459021,1314.450279894796,12.096283579426668,179.98742499999997,213560.03172,186031.3699982419,z03,18,0.05,2013-08-25,2013-11-22,2013-11-23,2013-12-22,12
360,45.26946707683341,25.30273265996041,62707.23907232398,1447.6651558692008,9573.711487416342,16.245646357126557,168.93295,247827.93192749997,185120.692855176,z03,19,0.0,2013-09-24,2013-12-22,2013-12-23,2014-01-21,12
360,46.6182905205258,25.02055729904449,62007.929710957105,1428.29873049982,9416.951373153226,17.22816090653012,168.93295,247827.93192749997,185820.0022165429,z03,19,0.05,2013-09-24,2013-12-22,2013-12-23,2014-01-21,12
360,45.0930570999507,18.28727840549497,67843.42121050919,1288.574307159216,7386.439108244369,15.119940600237504,163.61255,370986.976335,303143.5551244908,z03,20,0.0,2013-10-24,2014-01-21,2014-01-22,2014-02-20,12
360,49.538315891060506,18.447928605401717,68439.41252961937,1290.2946977512859,6886.779466470787,18.2479130326081,163.61255,370986.976335,302547.5638053806,z03,20,0.05,2013-10-24,2014-01-21,2014-01-22,2014-02-20,12
360,54.33671173690212,23.603090095999242,54853.70903952992,1081.339258727663,6679.57398266445,15.582379917031982,137.83985,232400.54084625002,177546.83180672006,z03,21,0.0,2013-11-23,2014-02-20,2014-02-21,2014-03-22,12
360,56.337350942380354,24.203890084834438,56249.97146298711,1104.6403614449591,6066.380259811873,16.750968692833307,137.83985,232400.54084625002,176150.5693832629,z03,21,0.05,2013-11-23,2014-02-20,2014-02-21,2014-03-22,12
360,75.99815340064961,22.79718653312597,24946.610287014802,324.04670151783637,1398.9487618698545,16.90197677238657,102.640075,109428.46061625001,84481.8503292352,z03,22,0.0,2013-12-23,2014-03-22,2014-03-23,2014-04-21,12
360,82.2448531293897,22.2662142057386,24365.575442856527,290.1548920703605,948.740196942374,19.794697961374744,102.640075,109428.46061625001,85062.88517339347,z03,22,0.05,2013-12-23,2014-03-22,2014-03-23,2014-04-21,12
360,59.43535639769827,24.942285137661347,33949.12252534576,755.8766065578321,8060.050006543999,11.548650333822497,108.485575,136110.7145475,102161.59202215425,z03,23,0.0,2014-01-22,2014-04-21,2014-04-22,2014-05-21,12
360,59.13994671987947,24.275790488560414,33041.95189603362,731.3053543019325,8009.433144251152,11.434135841482469,108.485575,136110.7145475,103068.76265146639,z03,23,0.05,2014-01-22,2014-04-21,2014-04-22,2014-05-21,12
360,68.4274654644658,17.427806830929505,16241.15799674227,256.3678120100146,780.7147036454822,8.697612286027633,81.77505,93191.0604375,76949.90244075772,z03,24,0.0,2014-02-21,2014-05-21,2014-05-22,2014-06-20,12
360,76.90071017116463,17.935599991020748,16714.37582746039,254.2474046762056,780.7258023995139,10.984994324957393,81.77505,93191.0604375,76476.6846100396,z03,24,0.05,2014-02-21,2014-05-21,2014-05-22,2014-06-20,12
