zone,block,nrmse_lambda0,optimality_gap_lambda0,total_regret_lambda0,cvar90_lambda0,max_regret_lambda0,nrmse_lambda005,optimality_gap_lambda005,total_regret_lambda005,cvar90_lambda005,max_regret_lambda005,nrmse_change,optimality_gap_change,total_regret_change,total_regret_change_percent,cvar90_change,cvar90_change_percent,max_regret_change,max_regret_change_percent
z01,23,74.3125456998379,23.685628738901354,30416.95835176877,639.9285222643897,7441.521160163219,74.69987062058648,23.016003056783656,29557.028615101226,617.6164350874087,7196.708695022771,0.3873249207485827,-0.6696256821176974,-859.9297366675455,-2.827139146270159,-22.31208717698098,-3.486653024626808,-244.81246514044778,-3.2898174966027804
z01,24,77.49128831352942,21.51343770982019,17594.442407969094,277.14966838323744,780.7449801842304,78.19939326990581,18.93262933274159,15483.766979476957,241.93820859880782,780.7454200916428,0.7081049563763884,-2.5808083770786006,-2110.675428492137,-11.996262112496066,-35.21145978442962,-12.704853658976733,0.00043990741244215315,5.6344571352652095e-05
z02,1,57.045910642388506,16.18971097755863,18757.587849804113,363.66180055493777,1937.6242852931543,59.061709324494174,15.959357981989807,18490.69818408759,349.07677178344886,1680.1393634983963,2.015798682105668,-0.23035299556882194,-266.8896657165242,-1.4228357497433304,-14.585028771488908,-4.010602364403564,-257.48492179475807,-13.288691917680092
z02,2,82.79495774805319,20.657902645461185,21122.288565121074,362.7571450473076,1318.6340780419623,80.64618265842739,19.861037554635672,20307.510091005937,363.39845815539394,1758.952088456035,-2.1487750896258007,-0.7968650908255128,-814.7784741151372,-3.8574346316836565,0.641313108086365,0.17678855312490968,440.31801041407266,33.39197869570459
z02,3,64.47425788623947,21.865037972041204,23165.51314410455,335.6622357820475,1425.305290572528,66.20048248144951,21.519756790715277,22799.695542751855,326.68026510401825,1365.6371801048924,1.7262245952100415,-0.34528118132592667,-365.8176013526936,-1.5791474122635245,-8.981970678029256,-2.675895504629075,-59.66811046763564,-4.186338945228195
z02,4,95.44660115198403,17.596102103283727,23176.171736027434,329.56736335326605,1247.5887900002829,98.96044756065186,27.296157926026876,35952.30580693595,635.726435424089,4445.827530240001,3.513846408667831,9.700055822743149,12776.134070908513,55.12616240691715,306.15907207082296,92.8972665726759,3198.238740239718,256.3535971046191
z02,5,62.657461895247074,29.92743346353166,42145.98919156288,670.4992819803973,3557.6976467287504,63.39016751213556,30.081161650871863,42362.480409561045,671.0091889419199,3557.6976467287504,0.732705616888488,0.153728187340203,216.49121799816203,0.5136697990742639,0.5099069615225744,0.076048845274898,0.0,0.0
z02,6,55.77127368431559,18.668478555467455,27323.299717293667,423.3709960669271,1700.9578293438685,63.5480407666483,17.698799935034895,25904.07214088406,417.5027352269751,2029.101526367711,7.776767082332711,-0.9696786204325605,-1419.2275764096048,-5.194202717438761,-5.868260839951972,-1.386080032516991,328.1436970238424,19.291700908917967
z02,7,36.40364628269347,14.597733827655592,24219.441703355453,461.39577760888665,5773.509866807828,37.629428536989366,14.573747895837517,24179.64608273193,455.7715244519002,5764.3105275226135,1.2257822542958934,-0.023985931818074846,-39.795620623521245,-0.16431270840569298,-5.6242531569864695,-1.2189650252400022,-9.199339285214592,-0.15933703236746877
z02,8,48.30932911087476,13.737642296871272,17397.150073174595,241.98101039833006,767.2022357813655,49.045660157851856,13.099419660059391,16588.91422361821,224.80787716024525,565.6971766087597,0.7363310469770994,-0.6382226368118804,-808.2358495563858,-4.645794547709507,-17.1731332380848,-7.096892937927544,-201.5050591726058,-26.264920743795898
z02,9,53.28743219965023,12.041345313116198,17069.05218282499,240.8068805968143,1099.7839895254515,56.38646125744576,11.808290928291596,16738.688975677847,232.65272273910355,1044.6990806117497,3.0990290577955264,-0.2330543848246016,-330.36320714714384,-1.9354513865717617,-8.154157857710743,-3.3861814236792274,-55.08490891370184,-5.008702566898665
z02,10,73.28099618571817,37.4499905873916,56664.14686222878,990.4154929254469,12857.597888976208,72.8991100900367,36.946269852956895,55901.98630555383,967.676150610719,12728.050410597109,-0.38188609568146603,-0.5037207344347081,-762.1605566749495,-1.3450490281412688,-22.739342314727878,-2.2959396815937705,-129.54747837909963,-1.0075558397278117
z02,11,61.796535509242524,17.83489519552641,19338.485537122935,287.2222548605257,1092.3769443815065,63.385294682108864,17.53182732482684,19009.86719818476,271.65071314749525,1040.897826192896,1.5887591728663395,-0.30306787069957153,-328.61833893817675,-1.699297177678923,-15.571541713030456,-5.421425899114938,-51.47911818861053,-4.712578240815721
z02,12,78.60308976882884,27.503338048816556,18751.066550204807,309.384224939684,1118.5585611110548,77.73968739215981,26.357731631324192,17970.021640797335,292.09411612969564,1047.3483887178002,-0.8634023766690291,-1.1456064174923632,-781.044909407472,-4.165335914713294,-17.29010880998834,-5.588555400120718,-71.21017239325465,-6.36624445684115
z02,13,73.80317921353601,22.821919342086847,17789.10625610197,280.44067346510195,653.5484430444556,73.97338127077649,21.911277313892487,17079.283933185096,267.06475023416965,655.9173564427158,0.17020205724047344,-0.9106420281943599,-709.8223229168761,-3.9902078985749765,-13.375923230932301,-4.769608867950748,2.368913398260247,0.36246944254430874
z02,14,66.5130346440874,19.031681875148212,17324.82560319799,291.5186071516376,1082.2413449735755,68.73192609079973,19.79233994372265,18017.26405756948,307.3713649676459,1133.3430841354914,2.218891446712334,0.7606580685744362,692.4384543714878,3.9967989879428885,15.852757816008307,5.437991753220153,51.10173916191593,4.721843182138237
z02,15,86.13386810290807,15.305915286618252,17282.873317753598,264.2540976311441,864.6988457791889,88.93428105811616,15.278423307031147,17251.830391436502,265.95720439915493,872.7613336242274,2.8004129552080883,-0.027491979587104254,-31.042926317095407,-0.17961669767727212,1.703106768010855,0.6444958785040739,8.062487845038504,0.9324041409785062
z02,16,101.49628899242516,32.82688580067033,43652.04023114509,549.749212769208,2413.3398190006496,100.45656205135667,32.76777682537283,43573.43919102888,556.1325971211256,2413.3398190006496,-1.0397269410684942,-0.05910897529750514,-78.6010401162057,-0.18006269512260967,6.383384351917584,1.1611447917793405,0.0,0.0
z02,17,81.79272034087998,15.652272952553298,24288.416087188976,333.9339306895648,1595.0980322556002,79.6646659897551,14.622979796532185,22691.21033151893,316.1700874117182,1367.894632323739,-2.128054351124888,-1.0292931560211134,-1597.2057556700456,-6.575997998125939,-17.763843277846604,-5.31956822751277,-227.2033999318612,-14.243851809570403
z02,18,33.835535048197336,13.7417399249962,28189.557662741343,433.11086492036287,1417.8149421822004,35.1274084105919,14.15761400596729,29042.674258599,432.4939021028975,1417.8149421822004,1.2918733623945613,0.4158740809710899,853.1165958576566,3.026356802275179,-0.6169628174653781,-0.14244916658436182,0.0,0.0
z02,19,55.143069418841236,33.286262587246746,69174.23069941865,1502.8474587704477,7497.7493796238505,53.70107821450286,32.101682190462675,66712.4812784865,1451.8093733006403,7082.753921359234,-1.441991204338379,-1.184580396784071,-2461.749420932145,-3.558766604328617,-51.038085469807356,-3.396092209622132,-414.9954582646169,-5.534933714808116
z02,20,45.34645232712595,19.655770296944954,68605.5910976644,1275.2363866754986,7002.39957731052,47.158615595674696,20.08628450213066,70108.23795792492,1293.611895607266,7071.945749197164,1.812163268548744,0.4305142051857054,1502.646860260531,2.1902688049453842,18.3755089317674,1.4409492329239268,69.54617188664452,0.9931762836269877
z02,21,47.99325968809258,18.39198421830652,42718.06796747759,763.5903206421088,2778.206326116084,50.55042229664908,17.32464157914268,40239.00889135002,691.1851287031959,1902.5453002686086,2.557162608556503,-1.06734263916384,-2479.059076127567,-5.803303365720897,-72.40519193891294,-9.482204001489551,-875.6610258474752,-31.518934271222548
z02,22,85.61855822087182,20.09300225199292,20981.339369290843,244.7235170496774,626.1820786502915,82.26099266937419,19.557529709179867,20422.192906119395,235.0746571531483,626.4888012521787,-3.357565551497629,-0.5354725428130536,-559.146463171448,-2.664970302085852,-9.648859896529103,-3.942759573274048,0.30672260188725886,0.04898297353836543
z02,23,63.6496666482608,21.36394549870837,27463.465671178943,574.2000169318999,5314.736391467746,63.41290200315625,22.72092492785822,29207.86995133431,619.4596217860338,5354.982496321758,-0.2367646451045502,1.356979429149849,1744.404280155366,6.351726694078529,45.259604854133954,7.882201936525151,40.24610485401172,0.7572549584702383
