local_hour,RMSE_capacity_percent,MAE_capacity_percent,bias_capacity_percent,mean_economic_regret,P90_economic_regret,CVaR90_economic_regret,max_economic_regret,hourly_optimality_gap_percent
9,17.67656047181446,14.519039736988299,-7.3204210383887345,53.465448953905856,110.58013952511642,224.0418722677226,292.03579151818354,13.404466142556114
10,29.277928719694135,24.37639304826557,-21.550131888877015,57.95786537334809,126.8740681323422,162.279814553768,186.34995263061955,12.352512599028787
11,24.83277005924196,20.18185870303034,-15.27707503340195,64.76286054020589,133.12847835350607,167.1206398698533,190.5895311168337,11.89896040589587
12,21.329936375680315,18.049624476844606,-5.865529173736708,50.37738404734095,97.22435032636862,165.82409386068497,230.03625020611116,9.609248946210158
13,27.670974366790603,22.875816204110468,4.381843745451293,101.80883538270268,233.10727725140876,439.4912189144905,586.8252874749176,24.00467822901047
14,20.588261960440573,15.996784939638326,3.4377855457806,52.46479439768514,108.99546473853675,240.41689246272787,460.3412609861152,15.472655368252958
15,20.342088626763008,16.260694743454433,13.15602090881275,58.35695191304804,122.84813785263594,308.37585621803356,644.0805951113587,29.46973810546346
16,9.404458566375855,7.440145545680112,4.65165062827626,25.272028767244997,49.35728633233621,99.41601919401131,179.27948448229472,26.488087528633713
17,2.6417047864934204,1.9681676815777513,0.9268331472186845,8.984035511610193,16.911056735861532,53.85788434531727,124.31697381262761,41.96716384461001
18,0.2840852858862037,0.12744360274424693,0.11003707363432007,13.089736695282939,8.161460228476201,124.84883856528158,267.6606256958447,102.00105169004686
19,0.06188024116440444,0.035888989214584825,0.035888989214584825,12.991122787498947,6.031958031049537,128.90900931744895,246.5788754321559,100.74542681270995
20,0.005691663713714003,0.0032994245917481544,0.0032994245917481544,66.01355811668967,286.11233031582907,568.4383855481832,780.7186192424485,100.01296586120696
