CVAR_alpha,CVAR_lambda,W1,W2,nRMSE_percent,optimality_gap_percent,mean_regret,CVaR90_regret,max_regret,total_realized_profit,total_oracle_profit,delta_nRMSE_pp,delta_gap_pp,mean_regret_change_percent,CVaR90_change_percent,max_regret_change_percent,profit_change_percent
0.9,0.0,1.0,20.0,68.42746546446574,17.427806830929537,45.114327768728515,256.3678120100144,780.7147036454822,76949.90244075774,93191.0604375,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.025,1.0,20.0,72.35375408394928,17.89056125168722,46.312232635188266,258.97668884437456,780.7229776221415,76518.65668883223,93191.0604375,3.926288619483543,0.46275442075768325,2.6552648032363946,1.0176304169800576,0.00105979516212217,-0.560424039858295
0.9,0.05,1.0,20.0,76.79436880235113,17.941029992207653,46.442878064300636,254.44024852341374,780.7258023995139,76471.62433435177,93191.0604375,8.36690333788539,0.5132231612781162,2.9448522482319253,-0.7518742198905085,0.0014216145769799587,-0.6215447859393772
0.9,0.075,1.0,20.0,79.03090254478697,18.065780690241215,46.76581278208046,255.3170888617113,780.7199563554829,76355.36783595104,93191.0604375,10.603437080321228,0.6379738593116784,3.6606663448871983,-0.4098498715829615,0.0006728078741283435,-0.7726255472051069
0.9,0.1,1.0,20.0,79.77151679195673,18.205972327115774,47.128718540546956,253.43299299058248,780.7186192424485,76224.7217629031,93191.0604375,11.344051327490988,0.7781654961862365,4.4650798791570105,-1.144768914795468,0.0005015400565674932,-0.9424062342547451
