local_hour,RMSE_capacity_percent,MAE_capacity_percent,bias_capacity_percent,mean_economic_regret,P90_economic_regret,CVaR90_economic_regret,max_economic_regret,hourly_optimality_gap_percent
9,27.977652210134913,24.48962906038808,-19.04935147129381,139.31820616982566,242.3069689649426,637.6501227437552,1419.0388729081633,19.121232460046578
10,24.904525700644406,19.30006845582655,6.182588778380241,158.30098935679004,320.0942209165123,710.9526217808399,1280.8984762235093,15.31584626652365
11,24.859681554494,21.796921351334582,20.308547201198,175.59277318107982,552.4943347500005,978.9735186372513,1146.4237874999997,16.637695707888817
12,34.65667462592207,30.114857833749237,-23.5974405737568,80.7719050912936,142.0218851202771,329.6246030630464,495.1721577392806,8.073043963667866
13,26.60019911039329,20.452244150204724,14.680922050533626,110.24870443784084,217.7819343157722,451.62938816277546,873.4876706338271,12.318305326413329
14,28.569598940818935,24.695712148993643,-17.73615523365577,56.918542146698,116.9059058905868,257.4795732946118,491.81662500000016,7.49983607727186
15,18.62941568025515,14.846573507418478,-1.9142894665864496,62.495219152054005,142.45060036081978,342.18164199112204,476.99521069646084,9.880610771374922
16,16.937755732306385,12.682126619287986,4.912621615944094,111.07521577786669,344.295675513228,666.5799913336332,778.425062060042,20.9926391436617
17,12.070808897557187,9.466004329068593,-2.518837021386634,26.372646154401124,67.50512094104245,101.6022177221292,111.56706073486842,8.961053403986904
18,6.8113801295908525,4.726515826500961,3.0602147467949115,29.00194947605878,57.9737790715995,152.5860089962382,313.7525229252754,20.7692496208099
19,2.6083668420698407,2.056594852944144,-1.2537331029911851,9.652434862232326,8.396468003815869,71.96193660349266,140.8722910281375,18.721459708889327
20,1.285170430459546,1.0110462106633669,-0.5906818367436852,2.268429021291403,6.257791893478472,9.151359471886895,13.770300828790575,11.992580076126865
