CVAR_alpha,CVAR_lambda,W1,W2,nRMSE_percent,optimality_gap_percent,mean_regret,CVaR90_regret,max_regret,total_realized_profit,total_oracle_profit,delta_nRMSE_pp,delta_gap_pp,mean_regret_change_percent,CVaR90_change_percent,max_regret_change_percent,profit_change_percent
0.9,0.0,1.0,20.0,37.848991032548135,14.387718672368916,85.35115711248721,487.528768586443,1554.9409769798078,182833.6151595046,213560.03172,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.025,1.0,20.0,37.06089126213147,13.841701866300316,82.11206360071878,471.1136840308893,1496.6746342745828,183999.68882374122,213560.03172,-0.7880997704166646,-0.5460168060686001,-3.795020034115669,-3.366998136981355,-3.7471739164271622,0.6377785962495593
0.9,0.05,1.0,20.0,36.66359655115498,12.890364965114836,76.46852085645307,438.47810564590236,1314.4502798947988,186031.36421167688,213560.03172,-1.1853944813931534,-1.4973537072540797,-10.407165592760993,-10.061080719966483,-15.466226734349673,1.74899405089296
0.9,0.075,1.0,20.0,38.67201546238874,13.015930588260279,77.21340414706029,440.2994383919482,1354.7106922330943,185763.2062270583,213560.03172,0.8230244298406078,-1.371788084108637,-9.534437775344864,-9.68749604898868,-12.87703441552005,1.602326281738682
0.9,0.1,1.0,20.0,41.31639739411727,13.0159434463643,77.21348042420283,432.51827199829177,1365.5018369733848,185763.178767287,213560.03172,3.4674063615691324,-1.3717752260046154,-9.534348406735088,-11.283538558688644,-12.183043781788706,1.602311262743794
