local_hour,RMSE_capacity_percent,MAE_capacity_percent,bias_capacity_percent,mean_economic_regret,P90_economic_regret,CVaR90_economic_regret,max_economic_regret,hourly_optimality_gap_percent
9,27.86124861087243,24.33138289373016,-19.385951197263108,132.67581716479035,207.54461900527272,609.2380267871677,1352.2966799435715,18.30719320242785
10,24.851968125344438,19.188063677311685,5.596768288394235,169.25529191932543,307.4939995313053,712.7953478794469,1295.6945630512678,16.522852904168083
11,21.253232617649843,17.595578447954708,14.740900891358871,165.47021457742187,472.018953977822,825.5276368183871,1034.1469937082045,15.686391070507998
12,29.20385837634632,25.591490917730724,-16.349171405775444,81.02978109020403,154.54152522509148,325.45039458300226,472.2969534577619,8.0988183251123
13,26.60019911039329,20.452244150204724,14.680922050533626,120.55172742317968,222.12941887500008,458.74845418580736,839.2546213074222,13.469482417932028
14,28.1670584711603,24.266918027090902,-17.20320324288104,56.524256634956664,127.05218760576767,248.85653683953794,468.4669687500001,7.447883293623925
15,19.041737871414856,15.673351540012877,-5.894650817868043,55.000584245529105,116.99527977903386,292.3980710197583,443.89145588596057,8.695695006782413
16,15.903196545117556,11.981851325160623,4.053165900845658,104.89325272062904,296.295042913384,613.4516712049151,762.8008249949378,19.824280219024825
17,14.751912135895811,11.877606889257475,-8.49593880412951,17.990266168082673,45.36069385581227,70.08833161387395,89.72015124206467,6.146480194629011
18,6.117761108603424,4.146438842536159,2.1312957719223045,23.73213645897923,51.257159167636395,123.69147444591648,239.5927989733741,16.995363244755424
19,2.606267845887014,2.056264290664726,-1.2276205597790084,5.112590416657863,7.9876201383484595,26.522600137692425,51.494243029229246,10.785052027532277
20,1.288637488509149,1.0164524127174785,-0.6077773410918971,2.2280263380369374,5.57444589011985,8.96908624391628,13.616492308586189,11.778981850362793
